accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5,is_loose_quality,profit_margin,is_small_cap,is_low_float,is_quality,market_cap,float_shares,gross_margin,roe
0000109380-24-000082,ZION,0000109380,2024-03-26,2024-03-26,5.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-24-000063,ZION,0000109380,2024-02-23,2024-02-23,5.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-24-000009,ZION,0000109380,2024-01-22,2024-01-22,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000170,ZION,0000109380,2023-10-18,2023-10-18,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000160,ZION,0000109380,2023-09-12,2023-09-12,7.01|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000151,ZION,0000109380,2023-07-19,2023-07-19,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000141,ZION,0000109380,2023-06-12,2023-06-12,7.01|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000128,ZION,0000109380,2023-05-09,2023-05-09,5.07,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000107,ZION,0000109380,2023-04-19,2023-04-19,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-23-000007,ZION,0000109380,2023-01-23,2023-01-23,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-22-000181,ZION,0000109380,2022-10-24,2022-10-24,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-22-000166,ZION,0000109380,2022-07-26,2022-07-26,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-22-000151,ZION,0000109380,2022-05-04,2022-05-04,5.07,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0000109380-22-000134,ZION,0000109380,2022-04-25,2022-04-25,2.02|9.01,,,0.0,,43.94,44.55,43.8,0.01388,-0.00319,B_long,neutral,False,0.28361,False,False,False,8947596288.0,144764824.0,0.0,0.14123
0001193125-26-216107,ALV,0001034670,2026-05-11,2026-05-11,2.05|2.06|5.07|8.01|9.01,,,0.0,,120.53,119.41,,-0.00929,,neutral,,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-26-160203,ALV,0001034670,2026-04-17,2026-04-17,2.02|7.01|9.01,,,0.0,,118.92,121.36,117.81,0.02052,-0.00933,B_long,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-26-101158,ALV,0001034670,2026-03-11,2026-03-11,5.02|7.01|9.01,,,0.0,,107.63,103.72,102.08,-0.03633,-0.05157,A_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-26-060246,ALV,0001034670,2026-02-20,2026-02-20,5.02|9.01,,,0.0,,123.07,121.75,118.52,-0.01073,-0.03697,B_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-26-030248,ALV,0001034670,2026-01-30,2026-01-30,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,121.24,120.49,125.79,-0.00619,0.03753,neutral,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-25-332977,ALV,0001034670,2025-12-29,2025-12-29,5.02|9.01,,,0.0,,120.23,120.18,125.17,-0.00042,0.04109,neutral,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-25-276259,ALV,0001034670,2025-11-12,2025-11-12,8.01|9.01,dividend_increase,,0.0,,124.51,122.91,116.65,-0.01285,-0.06313,B_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-25-254662,ALV,0001034670,2025-10-29,2025-10-29,1.01|2.03|9.01,covenant_violation,short,0.85,body_keywords,116.2,116.35,121.4,0.00129,0.04475,neutral,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-25-241914,ALV,0001034670,2025-10-17,2025-10-17,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,117.97,117.68,115.69,-0.00246,-0.01933,neutral,B_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001034670-25-000003,ALV,0001034670,2025-09-11,2025-09-11,5.02|9.01,restate,short,0.85,body_keywords,127.65,125.98,126.66,-0.01308,-0.00776,B_short,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-096754,ALV,0001034670,2025-07-18,2025-07-18,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,112.08,113.16,117.35,0.00964,0.04702,neutral,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-092530,ALV,0001034670,2025-07-02,2025-07-02,5.02|9.01,,,0.0,,118.34,117.74,118.0,-0.00507,-0.00287,neutral,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-081396,ALV,0001034670,2025-06-04,2025-06-04,7.01|8.01|9.01,buyback_authorized|dividend_increase,long,0.7,body_keywords,103.41,105.17,108.95,0.01702,0.05357,B_long,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-069813,ALV,0001034670,2025-05-13,2025-05-13,5.07|8.01|9.01,,,0.0,,102.11,101.62,101.98,-0.0048,-0.00127,neutral,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-054479,ALV,0001034670,2025-04-16,2025-04-16,2.02|7.01|9.01,,,0.0,,86.81,86.34,92.2,-0.00541,0.06209,neutral,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-039833,ALV,0001034670,2025-03-17,2025-03-17,7.01|9.01,,,0.0,,89.76,88.62,92.26,-0.0127,0.02785,B_short,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-024635,ALV,0001034670,2025-02-21,2025-02-21,8.01|9.01,,,0.0,,97.41,98.23,97.35,0.00842,-0.00062,neutral,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-25-011409,ALV,0001034670,2025-01-31,2025-01-31,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,96.66,93.91,93.41,-0.02845,-0.03362,B_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-126737,ALV,0001034670,2024-11-14,2024-11-14,8.01|9.01,buyback_authorized,long,0.7,body_keywords,98.4,97.95,97.8,-0.00457,-0.0061,neutral,neutral,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-115443,ALV,0001034670,2024-10-18,2024-10-18,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,99.52,96.8,94.74,-0.02733,-0.04803,B_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-107637,ALV,0001034670,2024-09-18,2024-09-18,5.02|8.01|9.01,,,0.0,,95.75,96.54,89.98,0.00825,-0.06026,neutral,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-100369,ALV,0001034670,2024-08-26,2024-08-26,8.01|9.01,,,0.0,,101.38,101.46,99.83,0.00079,-0.01529,neutral,B_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-084747,ALV,0001034670,2024-07-19,2024-07-19,2.02|7.01|9.01,,,0.0,,97.66,98.99,99.03,0.01362,0.01403,B_long,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-084445,ALV,0001034670,2024-07-18,2024-07-18,1.01|2.03,,long,0.5,item_codes,108.58,97.66,97.66,-0.10057,-0.10057,A_short,A_short,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-059098,ALV,0001034670,2024-05-14,2024-05-14,5.07|8.01|9.01,,,0.0,,122.04,125.83,126.26,0.03106,0.03458,A_long,A_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-048645,ALV,0001034670,2024-04-26,2024-04-26,2.02|7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-027574,ALV,0001034670,2024-03-07,2024-03-07,7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-018474,ALV,0001034670,2024-02-22,2024-02-22,8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-012534,ALV,0001034670,2024-02-08,2024-02-08,1.01|2.03|9.01,covenant_violation,short,0.85,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-010073,ALV,0001034670,2024-02-02,2024-02-02,1.01|9.01,,long,0.5,item_codes,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-24-007685,ALV,0001034670,2024-01-26,2024-01-26,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-062408,ALV,0001034670,2023-11-13,2023-11-13,8.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-054245,ALV,0001034670,2023-10-20,2023-10-20,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-043574,ALV,0001034670,2023-08-21,2023-08-21,8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-033744,ALV,0001034670,2023-07-21,2023-07-21,2.02|7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-032769,ALV,0001034670,2023-07-13,2023-07-13,8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-027356,ALV,0001034670,2023-06-12,2023-06-12,7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-025889,ALV,0001034670,2023-06-02,2023-06-02,5.02|8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-022346,ALV,0001034670,2023-05-16,2023-05-16,5.07|8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-013741,ALV,0001034670,2023-04-21,2023-04-21,2.02|7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-23-072581,ALV,0001034670,2023-03-16,2023-03-16,1.01|2.03|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-23-041822,ALV,0001034670,2023-02-17,2023-02-17,7.01|8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0000950170-23-001282,ALV,0001034670,2023-01-27,2023-01-27,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-22-279971,ALV,0001034670,2022-11-08,2022-11-08,8.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001564590-22-034811,ALV,0001034670,2022-10-21,2022-10-21,2.02|7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-22-223764,ALV,0001034670,2022-08-18,2022-08-18,5.02|8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001564590-22-026214,ALV,0001034670,2022-07-22,2022-07-22,2.02|7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-22-176998,ALV,0001034670,2022-06-21,2022-06-21,7.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-22-159599,ALV,0001034670,2022-05-25,2022-05-25,1.01|1.02|2.03|9.01,,long,0.5,item_codes,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-22-147334,ALV,0001034670,2022-05-11,2022-05-11,5.07|8.01|9.01,,,0.0,,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001564590-22-015147,ALV,0001034670,2022-04-22,2022-04-22,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,122.52,122.04,125.28,-0.00392,0.02253,neutral,B_long,True,0.06451,False,True,False,8939430912.0,74559393.0,0.19308001,0.28372
0001193125-26-209615,LUMN,0000018926,2026-05-07,2026-05-07,8.01|9.01,,,0.0,,8.46,8.48,,0.00236,,neutral,,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-26-000045,LUMN,0000018926,2026-05-05,2026-05-05,2.02|7.01|9.01,,,0.0,,9.23,9.81,8.67,0.06284,-0.06067,A_long,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-205251,LUMN,0000018926,2026-05-05,2026-05-05,8.01|9.01,,,0.0,,9.23,9.81,8.67,0.06284,-0.06067,A_long,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-197116,LUMN,0000018926,2026-04-30,2026-04-30,1.01|2.03|8.01|9.01,restate,short,0.85,body_keywords,8.84,9.32,8.46,0.0543,-0.04299,A_long,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-162876,LUMN,0000018926,2026-04-20,2026-04-20,8.01|9.01,,,0.0,,8.67,8.73,8.94,0.00692,0.03114,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-26-000029,LUMN,0000018926,2026-04-17,2026-04-17,5.02,,,0.0,,8.57,8.67,8.84,0.01167,0.03151,B_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-157915,LUMN,0000018926,2026-04-16,2026-04-16,1.01|2.03|9.01,covenant_violation|going_concern|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,8.51,8.57,9.01,0.00705,0.05875,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-157904,LUMN,0000018926,2026-04-16,2026-04-16,8.01|9.01,,,0.0,,8.51,8.57,9.01,0.00705,0.05875,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-109552,LUMN,0000018926,2026-03-17,2026-03-17,5.02,,,0.0,,6.81,6.56,6.79,-0.03671,-0.00294,A_short,neutral,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-035658,LUMN,0000018926,2026-02-03,2026-02-03,5.02,,,0.0,,8.46,6.63,7.78,-0.21631,-0.08038,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-26-000006,LUMN,0000018926,2026-02-03,2026-02-03,2.02|7.01|9.01,,,0.0,,8.46,6.63,7.78,-0.21631,-0.08038,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-032635,LUMN,0000018926,2026-02-02,2026-02-02,2.01|7.01|8.01|9.01,,,0.0,,8.93,8.46,7.77,-0.05263,-0.1299,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-009027,LUMN,0000018926,2026-01-09,2026-01-09,1.01|2.03|8.01|9.01,restate,short,0.85,body_keywords,7.91,7.95,8.45,0.00506,0.06827,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-26-003148,LUMN,0000018926,2026-01-06,2026-01-06,8.01|9.01,,,0.0,,8.3,7.92,8.15,-0.04578,-0.01807,A_short,B_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-330850,LUMN,0000018926,2025-12-23,2025-12-23,1.01|2.03|8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,7.79,7.77,7.77,-0.00257,-0.00257,neutral,neutral,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-327637,LUMN,0000018926,2025-12-22,2025-12-22,8.01|9.01,,,0.0,,7.77,7.79,7.82,0.00257,0.00644,neutral,neutral,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-311581,LUMN,0000018926,2025-12-09,2025-12-09,8.01|9.01,,,0.0,,8.5,8.69,8.1,0.02235,-0.04706,B_long,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-308717,LUMN,0000018926,2025-12-05,2025-12-05,5.02,,,0.0,,8.26,8.37,8.5,0.01332,0.02906,B_long,B_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000110,LUMN,0000018926,2025-10-30,2025-10-30,2.02|7.01|9.01,,,0.0,,10.34,10.28,10.94,-0.0058,0.05803,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-223206,LUMN,0000018926,2025-09-29,2025-09-29,1.01|2.03|7.01|9.01,covenant_violation|going_concern|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,5.89,6.12,7.16,0.03905,0.21562,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-203545,LUMN,0000018926,2025-09-15,2025-09-15,5.02,,,0.0,,5.85,5.54,6.22,-0.05299,0.06325,A_short,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-198334,LUMN,0000018926,2025-09-08,2025-09-08,1.01|2.03|9.01,,long,0.5,item_codes,5.12,5.63,5.85,0.09961,0.14258,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-196061,LUMN,0000018926,2025-09-04,2025-09-04,7.01|8.01|9.01,,,0.0,,4.97,4.75,6.09,-0.04427,0.22535,A_short,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-182730,LUMN,0000018926,2025-08-18,2025-08-18,1.01|2.03|8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,4.69,4.59,4.69,-0.02132,0.0,B_short,neutral,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-172843,LUMN,0000018926,2025-08-05,2025-08-05,8.01|9.01,,,0.0,,3.75,3.76,3.95,0.00267,0.05333,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000092,LUMN,0000018926,2025-07-31,2025-07-31,2.02|7.01|9.01,,,0.0,,4.45,3.71,3.7,-0.16629,-0.16854,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-152683,LUMN,0000018926,2025-06-30,2025-06-30,1.01|2.03|8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,4.38,4.51,4.52,0.02968,0.03196,B_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-141702,LUMN,0000018926,2025-06-17,2025-06-17,8.01|9.01,,,0.0,,4.0,3.98,4.29,-0.005,0.0725,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-25-124002,LUMN,0000018926,2025-05-21,2025-05-21,1.01|7.01|9.01,going_concern|material_adverse_change,short,0.95,body_keywords,3.81,3.84,3.9,0.00787,0.02362,neutral,B_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000059,LUMN,0000018926,2025-05-15,2025-05-15,5.07|9.01,restate,short,0.85,body_keywords,4.18,4.1,3.84,-0.01914,-0.08134,B_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000047,LUMN,0000018926,2025-05-01,2025-05-01,2.02|7.01|9.01,,,0.0,,3.52,3.78,4.16,0.07386,0.18182,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000039,LUMN,0000018926,2025-04-02,2025-04-02,1.01|2.03|9.01,covenant_violation|going_concern|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,4.02,3.5,3.76,-0.12935,-0.06468,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-25-000004,LUMN,0000018926,2025-02-04,2025-02-04,2.02|7.01|9.01,,,0.0,,5.04,4.97,4.83,-0.01389,-0.04167,B_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-266181,LUMN,0000018926,2024-11-26,2024-11-26,8.01|9.01,,,0.0,,7.65,7.37,6.58,-0.0366,-0.13987,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-261431,LUMN,0000018926,2024-11-19,2024-11-19,8.01|9.01,,,0.0,,7.74,7.55,7.65,-0.02455,-0.01163,B_short,B_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-255246,LUMN,0000018926,2024-11-12,2024-11-12,8.01|9.01,,,0.0,,9.23,8.89,7.74,-0.03684,-0.16143,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-24-000110,LUMN,0000018926,2024-11-05,2024-11-05,2.02|7.01|9.01,,,0.0,,7.61,9.02,9.23,0.18528,0.21288,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-246216,LUMN,0000018926,2024-10-29,2024-10-29,5.02|9.01,,,0.0,,6.6,6.69,7.61,0.01364,0.15303,B_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-233129,LUMN,0000018926,2024-10-04,2024-10-04,8.01|9.01,,,0.0,,6.78,6.23,6.2,-0.08112,-0.08555,A_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-224881,LUMN,0000018926,2024-09-24,2024-09-24,1.01|2.03|8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,7.19,7.15,6.71,-0.00556,-0.06676,neutral,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-220282,LUMN,0000018926,2024-09-17,2024-09-17,8.01|9.01,,,0.0,,6.32,6.38,7.19,0.00949,0.13766,neutral,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-212207,LUMN,0000018926,2024-09-03,2024-09-03,8.01|9.01,,,0.0,,4.71,5.38,5.36,0.14225,0.138,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-24-000093,LUMN,0000018926,2024-08-06,2024-08-06,2.02|7.01|9.01,,,0.0,,5.0,6.63,5.01,0.326,0.002,A_long,neutral,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-193967,LUMN,0000018926,2024-08-05,2024-08-05,7.01|9.01,,,0.0,,2.59,5.0,4.64,0.9305,0.79151,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-141826,LUMN,0000018926,2024-05-17,2024-05-17,5.02|5.07|9.01,restate,short,0.85,body_keywords,1.32,1.3,1.27,-0.01515,-0.03788,B_short,A_short,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-131970,LUMN,0000018926,2024-05-06,2024-05-06,5.02|8.01|9.01,,,0.0,,1.25,1.33,1.3,0.064,0.04,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0000018926-24-000053,LUMN,0000018926,2024-04-30,2024-04-30,2.02|7.01|9.01,,,0.0,,1.25,1.33,1.3,0.064,0.04,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-107066,LUMN,0000018926,2024-04-23,2024-04-23,2.05,,,0.0,,1.25,1.33,1.3,0.064,0.04,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
0001193125-24-080820,LUMN,0000018926,2024-03-28,2024-03-28,1.01|1.02|2.03|7.01|9.01,covenant_violation|going_concern|material_adverse_change|non_reliance|restate,short,0.95,body_keywords,1.25,1.33,1.3,0.064,0.04,A_long,A_long,False,-0.14341,False,False,False,8932796416.0,949132861.0,0.47306,
